TranscriptID	XBE1	XBC1	XBE2	XBC2	XSE2	XSC2	XTE2	XTC2
GTX0536PRED_005892-T1	0.266	0.284	0.361	0.215	0.106	0.215	0.155	0.185
GTX0536PRED_005893-T1	0.811	0.845	0.478	0.486	0.014	0.015	0.225	0.28
GTX0536PRED_005894-T1	0.209	0.13	0.31	0.541	0.382	0.355	0.063	0.374
GTX0536PRED_005895-T1	0.03	0	0.066	0.056	0	0.031	0.032	0.095
GTX0536PRED_005896-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005897-T1	18.797	14.409	18.992	15.63	0	0	16.852	14.404
GTX0536PRED_005898-T1	1.808	2.827	1.921	1.835	0.519	0.727	1.941	1.969
GTX0536PRED_005899-T1	0.198	0.14	0.188	0.133	0	0	0.03	0.03
GTX0536PRED_005900-T1	4.229	3.561	5.377	5.804	0.534	0.945	2.74	3.541
GTX0536PRED_005901-T1	8.814	6.515	7.67	4.242	1.539	1.563	6.149	4.215
GTX0536PRED_005902-T1	4.298	4.48	4.833	4.486	0.462	0.687	5.616	4.107
GTX0536PRED_005903-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005904-T1	3.504	3.748	3.515	2.861	0.383	0.426	1.723	1.739
GTX0536PRED_005905-T1	0.14	0.042	0.084	0.088	0.081	0.017	0.109	0.072
GTX0536PRED_005906-T1	0.037	0.051	0.143	0.104	0.046	0.019	0.02	0.029
GTX0536PRED_005907-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005908-T1	3.603	2.644	3.415	2.322	4.039	4.304	3.806	3.574
GTX0536PRED_005909-T1	1.778	2.041	2.728	2.1	0.379	0.549	1.775	2.031
GTX0536PRED_005909-T2	0	0	0	0	0	0	0	0
GTX0536PRED_005910-T1	0	0.187	0.185	0.232	0	0	0.633	1.217
GTX0536PRED_005911-T1	2.273	1.696	1.99	0.328	0	0	0	0.724
GTX0536PRED_005912-T1	2.422	2.18	2.816	2.082	0.415	0.23	1.867	1.296
GTX0536PRED_005913-T1	2.042	2.247	2.086	2.608	0.543	0.727	2.245	1.699
GTX0536PRED_005914-T1	0.352	0.161	0.464	0.331	0.068	0.041	0.231	0.052
GTX0536PRED_005915-T1	2.954	1.76	2.768	3.057	1.014	1.738	2.385	2.102
GTX0536PRED_005916-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005917-T1	0	0.708	0.709	1.24	0.103	0	0.56	0.647
GTX0536PRED_005918-T1	0.344	0.436	0.576	0.648	0.021	0.153	0.325	0.364
GTX0536PRED_005919-T1	10.959	10.584	13.968	10.424	3.695	3.88	8.263	5.525
GTX0536PRED_005920-T1	3.101	2.587	2.41	2.749	2.169	4.323	2.503	2.189
GTX0536PRED_005921-T1	1.987	2.149	2.535	2.668	0	0	1.633	1.481
GTX0536PRED_005921-T2	0	0	0	0	0	0	0	0
GTX0536PRED_005922-T1	0	0.373	1.164	0.963	0.334	0.485	0.405	1.339
GTX0536PRED_005923-T1	0.654	0.661	0.693	0.389	0.066	0.112	0.631	0.549
GTX0536PRED_005924-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005925-T1	0.023	0.077	0.065	0.088	0	0	0.05	0.062
GTX0536PRED_005926-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005927-T1	0.473	0	0	0	0	0	0	0
GTX0536PRED_005928-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005929-T1	1.829	1.55	2.004	1.324	2.526	3.432	1.755	1.738
GTX0536PRED_005930-T1	1.228	0.86	0.884	0.84	1.059	1.656	1.135	0.678
GTX0536PRED_005931-T1	1.696	1.924	2.242	1.989	0.737	0.96	1.879	1.675
GTX0536PRED_005932-T1	3.085	3.741	3.184	2.983	0.117	0.32	2.972	1.567
GTX0536PRED_005933-T1	0	0	0	0	2.565	3.886	0	0.09
GTX0536PRED_005934-T1	2.941	3.913	3.586	3.431	1.485	1.58	2.635	2.311
GTX0536PRED_005935-T1	6.893	5.268	9.237	4.801	5.021	6.918	4.399	3.265
GTX0536PRED_005936-T1	6.546	5.446	5.87	7.064	6.539	4.887	5.34	4.498
GTX0536PRED_005937-T1	0.93	0.468	0.381	0.099	0.053	0.138	0.228	0.251
GTX0536PRED_005938-T1	6.007	5.172	6.846	5.723	1.91	1.681	5.623	4.162
GTX0536PRED_005939-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005940-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005941-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005942-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005943-T1	1.236	1.803	1.687	1.155	1.038	1.427	0.778	0.986
GTX0536PRED_005944-T1	0.229	0.252	0.402	0.339	1.082	0.805	0.098	0.238
GTX0536PRED_005945-T1	2.609	1.977	2.536	2.084	0	0	1.707	1.524
GTX0536PRED_005945-T2	0	0	0	0	0	0	0	0
GTX0536PRED_005946-T1	1.002	0.903	0.55	0.169	0.179	0.141	0.293	0.379
GTX0536PRED_005947-T1	1.59	1.357	2.007	1.567	0	0	1.505	1.386
GTX0536PRED_005948-T1	6.8	6.641	5.765	5.344	5.472	7.901	6.175	5.458
GTX0536PRED_005949-T1	2.658	2.926	2.461	2.819	2.9	4.431	2.981	3.892
GTX0536PRED_005950-T1	5.174	5.16	4.562	4.083	1.742	1.609	4.77	4.077
GTX0536PRED_005951-T1	0.576	0.883	0.967	0.474	0.369	0.291	0.763	0.62
GTX0536PRED_005951-T2	0	0	0	0	0	0	0	0
GTX0536PRED_005951-T3	0	0	0	0	0	0	0	0
GTX0536PRED_005952-T1	5.609	7.765	5.482	4.612	1.006	1.366	4.204	3.513
GTX0536PRED_005953-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005954-T1	0.682	0.462	1.088	1.014	0.603	0.759	0.688	0.747
GTX0536PRED_005955-T1	0.419	0.317	0.202	0.073	0	0	0.112	0.247
GTX0536PRED_005956-T1	1.005	0.224	1.078	0.707	4.187	5.556	1.484	3.754
GTX0536PRED_005957-T1	0.778	0.876	0.919	0.556	0.202	0.251	0.617	0.507
GTX0536PRED_005958-T1	1.48	2.385	1.872	1.471	0.839	1.291	1.461	1.769
GTX0536PRED_005959-T1	6.36	7.026	7.652	5.904	1.559	1.809	8.817	7.217
GTX0536PRED_005960-T1	0.652	0.335	0.34	0.824	0.655	0.605	0.207	0
GTX0536PRED_005961-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005962-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005963-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005964-T1	4.094	2.986	4.586	2.87	0.565	1.028	3.008	2.485
GTX0536PRED_005965-T1	1.491	0.809	1.077	0.795	0.042	0	0.962	0.951
GTX0536PRED_005965-T2	0	0	0	0	0.684	0.737	0	0.199
GTX0536PRED_005966-T1	0.254	0.196	0.112	0.285	0.501	0.211	0.326	0.558
GTX0536PRED_005967-T1	1.605	1.136	0.842	0.776	0.9	0.848	0.717	1.055
GTX0536PRED_005968-T1	2.242	2.044	1.734	1.86	0.9	1.492	1.802	1.502
GTX0536PRED_005969-T1	1.798	0.613	1.364	1.51	0.507	1.02	1.513	1.115
GTX0536PRED_005970-T1	5.719	4.388	9.584	7.701	0	0	4.522	4.61
GTX0536PRED_005971-T1	0.629	0.679	0.512	0.379	0.511	0.55	0.38	0.385
GTX0536PRED_005972-T1	106.657	88.324	138.878	115.203	14.762	15.62	132.743	79.626
GTX0536PRED_005973-T1	0.017	0.038	0.134	0.114	0.103	0.054	0.074	0.091
GTX0536PRED_005974-T1	1.435	1.38	2.158	1.622	0.724	0.887	1.714	1.021
GTX0536PRED_005975-T1	0	1.422	0.887	1.467	0	0	5.31	3.633
GTX0536PRED_005976-T1	0	0	0	0	0	0	0	0.144
GTX0536PRED_005977-T1	0	0.401	0	0.931	0	0	0	0
GTX0536PRED_005978-T1	0.139	0.336	0.183	0.156	0	0	0.506	0.116
GTX0536PRED_005979-T1	2.012	2.435	1.999	1.758	0.948	1.172	1.6	1.534
GTX0536PRED_005980-T1	0	0	0	0	0	0.153	0	0
GTX0536PRED_005980-T2	0	0	0	0	0.282	0.804	0	0.375
GTX0536PRED_005980-T3	1.938	3.428	3.692	2.993	0	0	1.444	1.402
GTX0536PRED_005981-T1	3.335	4.053	4.182	3.667	1.468	1.882	3.504	2.406
GTX0536PRED_005982-T1	1.52	1.796	3.22	1.966	1.208	1.577	1.748	1.897
GTX0536PRED_005983-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005984-T1	0.506	1.275	1.194	0.236	0.357	0.638	1.357	1.285
GTX0536PRED_005985-T1	3.798	4.049	4.085	2.778	1.834	1.885	2.856	2.486
GTX0536PRED_005986-T1	2.593	1.79	3.664	3.485	3.483	3.146	2.404	1.535
GTX0536PRED_005987-T1	2.786	3.826	3.124	3.677	0.756	0.745	1.636	0.876
GTX0536PRED_005987-T2	0	0	0	0	0	0	0	0
GTX0536PRED_005988-T1	1.475	1.817	2.161	2.598	2.009	3.4	1.56	1.62
GTX0536PRED_005989-T1	0.018	0.02	0.02	0.017	0.018	0	0.039	0.268
GTX0536PRED_005990-T1	0.09	0.074	0.148	0.042	0	0	0	0.047
GTX0536PRED_005991-T1	0.981	1.338	1.796	2.188	0.253	0.143	1.748	1.301
GTX0536PRED_005992-T1	0	0	0	0	0	0	0	0
GTX0536PRED_005993-T1	4.057	3.857	6.422	5.376	2.293	2.557	4.489	3.487
GTX0536PRED_005994-T1	0	0.038	0.029	0	0	0	0	0
GTX0536PRED_005994-T2	0.011	0	0	0	0	0	0	0
GTX0536PRED_005995-T1	0.802	0.504	0.831	0.661	1.285	1.523	1.266	0.69
GTX0536PRED_005996-T1	29.268	23.454	29.373	24.48	11.477	13.758	21.808	16.805
GTX0536PRED_005997-T1	7.111	8.171	3.874	3.32	6.367	13.529	8.272	12.316
GTX0536PRED_005998-T1	1.067	1.213	1.603	1.387	1.038	1.394	0.864	0.81
GTX0536PRED_005999-T1	0	0	0.064	0.04	0.014	0	0.048	0.046
GTX0536PRED_006000-T1	0.042	0.077	0.062	0.026	0	0	0.03	0
GTX0536PRED_006001-T1	0.911	1.178	0	0.961	0	0	0	2.792
GTX0536PRED_006001-T2	0	0	0	0	0	0	0	0
GTX0536PRED_006001-T3	3.595	2.115	1.879	1.342	1.254	1.615	2.256	1.169
GTX0536PRED_006002-T1	0.502	0.38	0.254	0.325	0.062	0.066	0.09	0.166
GTX0536PRED_006003-T1	1.672	2.088	1.619	1.481	1.098	1.108	1.189	1.211
GTX0536PRED_006004-T1	0.02	0.056	0	0	0	0.011	0.022	0
GTX0536PRED_006005-T1	3.09	2.945	2.903	2.498	1.118	1.706	1.855	2.538
GTX0536PRED_006006-T1	0	0	0	0	0.032	0	0	0
GTX0536PRED_006007-T1	2.829	1.869	4.046	2.667	1.537	1.726	1.63	2.181
GTX0536PRED_006008-T1	8.673	9.294	11.129	9.462	0.964	1.281	9.764	7.622
GTX0536PRED_006009-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006009-T2	1.853	2.048	1.953	1.448	1.322	1.852	1.941	2.191
GTX0536PRED_006010-T1	1.963	1.884	2.053	2.001	2.22	2.991	0.864	1.216
GTX0536PRED_006011-T1	1.852	1.987	1.404	0.78	0.62	1.377	0.82	1.119
GTX0536PRED_006012-T1	0.163	0.09	0.237	0.211	0.163	0.053	0.121	0.065
GTX0536PRED_006013-T1	7.915	10.5	10.023	7.557	4.217	4.671	8.861	7.82
GTX0536PRED_006014-T1	1.498	2.225	1.845	1.474	0.489	0.629	0.842	0.581
GTX0536PRED_006014-T2	0.625	0.734	0.46	0.587	0	0	0.104	0.065
GTX0536PRED_006015-T1	1.941	2.62	3.598	4.996	0	0	0.761	0.95
GTX0536PRED_006015-T2	0	0	0	0	0	0	0.805	0
GTX0536PRED_006016-T1	0	0.05	0	0	0.015	0	0	0
GTX0536PRED_006017-T1	2.175	2.31	2.818	1.733	0	0	2.039	1.5
GTX0536PRED_006018-T1	0.25	0.45	0.179	0	0	0	0.343	0.242
GTX0536PRED_006018-T2	0.486	0.756	0.789	1.239	0	0	0.183	0.514
GTX0536PRED_006019-T1	1.599	1.97	4.338	5.798	0	0	2.87	1.272
GTX0536PRED_006020-T1	10.371	7.849	6.719	6.824	1.829	2.931	5.64	9.432
GTX0536PRED_006021-T1	2.075	1.282	1.949	1.512	0.817	0.914	1.105	1.084
GTX0536PRED_006022-T1	3.382	3.272	4.277	3.852	2.45	2.637	3.448	3.254
GTX0536PRED_006023-T1	0	0	0	0	0.289	1.019	0.07	1.254
GTX0536PRED_006023-T2	3.08	3.884	2.878	2.942	0.337	0.637	1.368	0.39
GTX0536PRED_006024-T1	0	0	0.044	0.037	0	0	0	0.083
GTX0536PRED_006025-T1	0.026	0.014	0	0	0.052	0.014	0.042	0
GTX0536PRED_006026-T1	0.338	0.17	0.233	0.343	0.419	0.574	0.121	0.267
GTX0536PRED_006027-T1	0.107	0.078	0.118	0.201	0.053	0.149	0.038	0.375
GTX0536PRED_006028-T1	2.882	4.581	4.589	3.548	0	0	3.516	2.872
GTX0536PRED_006029-T1	0	0	0	0.046	0	0	0	0.104
GTX0536PRED_006030-T1	0.737	1.552	1.376	1.464	0.602	0.566	2.096	0.302
GTX0536PRED_006031-T1	2.945	2.74	3.644	4.958	1.172	0.916	2.996	1.495
GTX0536PRED_006032-T1	7.686	6.971	9.199	6.391	6.065	8.2	7.252	5.339
GTX0536PRED_006033-T1	0.061	0.008	0.085	0.108	0.008	0.016	0.008	0.04
GTX0536PRED_006034-T1	5.741	4.769	2.964	2.717	0.75	0.972	2.866	2.385
GTX0536PRED_006035-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006035-T2	2.932	2.102	6.058	3.823	1.723	2.47	1.045	0
GTX0536PRED_006035-T3	0	0	0	0	0	0	1.704	2.278
GTX0536PRED_006036-T1	3.63	3.241	3.38	3.215	0.658	0.811	3.519	2.949
GTX0536PRED_006037-T1	8.479	9.295	9.718	8.477	3.886	5.833	5.855	6.33
GTX0536PRED_006038-T1	0	0	0	0	0	0	1.44	0.909
GTX0536PRED_006039-T1	5.443	7.767	8.839	6.865	1.523	1.927	6.176	4.155
GTX0536PRED_006040-T1	1.331	1.588	2.033	1.17	0.84	1.573	0.911	2.51
GTX0536PRED_006041-T1	0.505	2.185	0.992	0.806	0.321	0.262	0.425	0.679
GTX0536PRED_006042-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006042-T2	1.509	2.78	1.627	1.695	0.091	0	1.288	2.096
GTX0536PRED_006043-T1	1.843	1.545	2.94	1.489	2.011	1.983	1.783	1.998
GTX0536PRED_006044-T1	2.795	3.31	3.133	2.903	0.681	1.21	2.186	1.443
GTX0536PRED_006045-T1	1.689	0.998	1.295	1.031	0.088	0.132	0.826	0.758
GTX0536PRED_006046-T1	0.808	0.629	0.928	0.554	0.297	0.526	0.658	0.614
GTX0536PRED_006047-T1	0	0	0.066	0	0	0	0	0
GTX0536PRED_006048-T1	2.923	2.46	6.529	7.14	1.971	2.45	3.875	3.533
GTX0536PRED_006049-T1	1.135	0.892	1.4	0.657	1.044	0.788	0.638	0.113
GTX0536PRED_006050-T1	1.716	1.4	1.791	0.917	0.898	0.752	1.724	1.263
GTX0536PRED_006051-T1	5.735	2.652	2.154	5.762	2.223	5.077	2.662	4.978
GTX0536PRED_006052-T1	10.609	6.985	20.044	18.566	11.192	11.278	7.205	7.235
GTX0536PRED_006053-T1	2.949	3.138	3.432	2.287	0.605	0.922	2.152	1.858
GTX0536PRED_006054-T1	5.58	4.676	5.64	4.108	2.956	3.716	4.344	3.785
GTX0536PRED_006055-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006056-T1	3.147	3.699	4.396	3.49	0.664	1.249	8.225	8.132
GTX0536PRED_006057-T1	1.706	2.231	2.07	1.919	0.51	0.712	2.098	1.649
GTX0536PRED_006058-T1	1.686	2.193	1.618	1.413	0.425	0.459	1.397	1.311
GTX0536PRED_006059-T1	0.729	0.759	0.935	0.72	2.171	3.498	0.783	1.161
GTX0536PRED_006060-T1	2.46	2.246	3.145	2.257	2.546	2.799	1.886	2.124
GTX0536PRED_006060-T2	0	0	0	0	0	0	0	0
GTX0536PRED_006061-T1	38.922	54.473	51.345	64.069	6.334	7.421	21.248	21.916
GTX0536PRED_006062-T1	1.123	0.778	0.849	0.535	0.321	0.37	0.446	1.476
GTX0536PRED_006063-T1	1.5	1.072	1.486	0.929	0.323	0.259	0.715	0.783
GTX0536PRED_006064-T1	0	0	0	0.098	0	0	0	0
GTX0536PRED_006064-T2	1.515	1.742	2.074	1.308	0.433	0.28	1.552	1.69
GTX0536PRED_006065-T1	1.318	1.327	1.714	1.343	0.343	0.877	2.369	1.209
GTX0536PRED_006066-T1	0.034	0.018	0	0.031	0.794	1.297	0.036	1.995
GTX0536PRED_006067-T1	5.041	4.033	4.456	2.79	0.455	0.957	3.489	2.914
GTX0536PRED_006068-T1	2.411	2.944	2.488	1.925	1.058	1.555	2.27	2.112
GTX0536PRED_006069-T1	2.117	1.041	1.247	1.266	0.933	1.687	0.851	1.619
GTX0536PRED_006070-T1	1.272	1.216	1.879	1.092	0.894	1.009	1.435	1.226
GTX0536PRED_006071-T1	2.906	2.727	4.888	4.423	0.677	1.515	2.195	2.49
GTX0536PRED_006072-T1	4.412	9.477	18.595	33.171	0	0	7.714	11.624
GTX0536PRED_006073-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006073-T2	0.161	0	0.044	0	0	0	0.129	0
GTX0536PRED_006074-T1	1.59	1.139	0.962	0.776	0.51	0.536	1.874	1.742
GTX0536PRED_006075-T1	0.091	0.101	0	0	0.089	0.093	1.164	4.741
GTX0536PRED_006076-T1	1.541	2.51	1.555	0.988	1.048	1.169	1.825	2.017
GTX0536PRED_006076-T2	0	0	0	0	0	0	0	0
GTX0536PRED_006077-T1	1.977	1.73	2.555	1.812	2.552	2.817	2.122	2.123
GTX0536PRED_006078-T1	3.207	2.88	3.774	3.086	2.586	2.975	4.01	3.056
GTX0536PRED_006079-T1	1.344	1.187	1.617	1.526	0.485	0.425	1.268	1.35
GTX0536PRED_006080-T1	222.945	210.83	299.864	187.915	98.34	107.234	276.378	183.124
GTX0536PRED_006081-T1	0.645	0.375	0.461	0.475	0.025	0.119	0.217	0.267
GTX0536PRED_006082-T1	2.45	1.701	2.109	1.695	1.018	0.98	1.81	1.61
GTX0536PRED_006083-T1	0.029	0.393	0.205	0.188	0	0	0.046	0.075
GTX0536PRED_006084-T1	0.446	0.777	0.41	0.645	0.314	0.233	0.779	0.47
GTX0536PRED_006085-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006086-T1	0.884	1.038	1.136	0.715	0.7	0.951	0.885	0.679
GTX0536PRED_006087-T1	0	0	1.33	0	0	0	0	0
GTX0536PRED_006087-T2	2.75	3.284	0.902	1.767	1.131	1.169	1.962	1.22
GTX0536PRED_006088-T1	1.325	1.857	0.866	0.696	0.483	0.497	0.653	0.875
GTX0536PRED_006089-T1	2.253	3.226	1.639	1.525	0	0	2.047	1.796
GTX0536PRED_006090-T1	0.379	0.076	0.267	0.119	0.057	0.168	0.593	0.218
GTX0536PRED_006091-T1	0.163	0.079	0.04	0	0.036	0	0.019	0.019
GTX0536PRED_006092-T1	0.654	0.508	0.827	0.667	0.172	0.241	0.743	0.668
GTX0536PRED_006093-T1	5.916	5.998	7.301	8.107	1.922	2.836	6.329	4.769
GTX0536PRED_006094-T1	1.827	4.355	1.485	2.283	0	0	0.315	0.61
GTX0536PRED_006095-T1	0	0	0	0	0.046	0.032	0	0.016
GTX0536PRED_006096-T1	7.545	5.939	7.205	4.1	2.38	2.472	6.474	5.264
GTX0536PRED_006097-T1	0.106	0.137	0.117	0.045	0	0.191	0.196	0.041
GTX0536PRED_006098-T1	1.172	1.136	1.293	1.471	1.321	1.597	1.621	1.651
GTX0536PRED_006099-T1	0.919	0.741	0.964	0.532	0.304	0.352	0.691	0.371
GTX0536PRED_006100-T1	0.867	0.736	0.97	0.557	0.153	0.253	0.625	0.41
GTX0536PRED_006100-T2	0	0	0	0	0	0	0	0.436
GTX0536PRED_006101-T1	0.005	0.004	0.005	0.004	0.001	0.001	0	0.511
GTX0536PRED_006101-T2	1.483	1.209	0.959	1.057	0.395	0.59	0.262	0
GTX0536PRED_006102-T1	10.714	9.08	10.053	6.362	5.835	5.501	7.448	6.601
GTX0536PRED_006103-T1	0.197	0.193	0.218	0.103	0	0	0.353	0.392
GTX0536PRED_006103-T2	0	0	0	0	0	0	0	0
GTX0536PRED_006104-T1	0.018	0	0	0	0	0.184	0	0.019
GTX0536PRED_006105-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006106-T1	18.465	33.816	23.831	20.955	7.098	11.678	19.147	19.358
GTX0536PRED_006107-T1	4.188	3.298	4.127	3.281	1.484	1.955	4.398	3.426
GTX0536PRED_006108-T1	11.245	11.682	11.595	9.795	2.978	4.272	9.527	7.85
GTX0536PRED_006109-T1	0.168	0.586	0.123	0.288	0	0	0.12	0.117
GTX0536PRED_006110-T1	3.173	3.19	3.205	3.128	2.147	1.84	3.473	3.188
GTX0536PRED_006111-T1	2.511	2.218	2.699	1.657	1.089	1.356	2.024	1.452
GTX0536PRED_006112-T1	0.383	0.571	0.538	0.404	0.369	0.443	0.398	0.557
GTX0536PRED_006113-T1	7.236	8.178	9.381	7.902	4.602	5.998	6.12	3.881
GTX0536PRED_006114-T1	2.248	1.996	1.874	1.687	0	0	1.341	1.79
GTX0536PRED_006115-T1	0.118	0.065	0.282	0.055	0.214	0.205	0.042	0.186
GTX0536PRED_006116-T1	0.69	0.696	0.619	0.711	0.526	0.596	0.943	0.807
GTX0536PRED_006117-T1	4.569	4.389	1.464	1.789	1.593	1.003	10.906	7.246
GTX0536PRED_006118-T1	0.813	0.654	0.65	0.477	0.695	1.032	0.559	0.571
GTX0536PRED_006119-T1	0.59	0.991	0.569	0.494	0.299	0.315	0.254	0.657
GTX0536PRED_006120-T1	7.667	5.544	5.867	4.142	2.049	3.048	5.208	5.059
GTX0536PRED_006121-T1	0.633	0.931	0.554	0.545	0.549	0.845	0.984	0.922
GTX0536PRED_006121-T2	0	0.015	0.078	0.08	0	0	0.079	0.066
GTX0536PRED_006122-T1	1.183	1.148	1.216	1.122	0.23	0.32	1.063	0.86
GTX0536PRED_006123-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006124-T1	1.563	1.313	1.631	1.088	0.661	1.314	1.164	0.857
GTX0536PRED_006125-T1	1.479	1.2	1.128	0.751	0.269	0.479	0.934	0.818
GTX0536PRED_006126-T1	0.038	0.253	0.084	0.036	0	0	0.021	0.242
GTX0536PRED_006127-T1	9.799	11.195	13.038	9.256	2.538	1.295	9.086	9.163
GTX0536PRED_006128-T1	3.184	3.756	4.21	3.144	1.212	0.982	2.87	3.048
GTX0536PRED_006129-T1	59.885	62.658	70.102	53.09	36.524	34.843	73.88	54.279
GTX0536PRED_006129-T2	7.57	7.87	10.744	7.335	3.708	3.683	11.853	8.917
GTX0536PRED_006130-T1	0.248	0.218	0.237	0.232	0	0	0.146	0.088
GTX0536PRED_006131-T1	0.096	0.063	0.053	0	0.019	0.03	0.062	0.01
GTX0536PRED_006132-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006132-T2	1.006	1.078	1.318	1.017	0.242	0.595	1.459	0.685
GTX0536PRED_006133-T1	8.172	10.261	8.145	7.199	1.15	0.963	6.725	3.922
GTX0536PRED_006134-T1	3.391	4.26	4.807	4.164	2.092	1.428	2.883	2.947
GTX0536PRED_006134-T2	0	0	0	0	0	0	0	0
GTX0536PRED_006135-T1	1.461	1.572	1.097	0.81	0.405	0.467	0.899	1.058
GTX0536PRED_006136-T1	0.873	0.947	1.011	0.966	0.559	0.829	0.77	0.738
GTX0536PRED_006137-T1	0.784	1.53	1.209	0.825	0.459	0.755	0.886	0.824
GTX0536PRED_006138-T1	85.476	99.061	88.501	32.328	31.697	41.726	127.739	73.227
GTX0536PRED_006139-T1	0.087	0	0	0	0	0	0	0
GTX0536PRED_006140-T1	0.838	0.817	1.251	0.943	0.904	1.112	1.598	1.034
GTX0536PRED_006141-T1	0.949	0.052	0.99	0.825	0.001	0.003	0.797	0.8
GTX0536PRED_006141-T2	0	0.861	0	0	0.016	0.069	0	0
GTX0536PRED_006142-T1	0.048	0.641	0.106	0.045	0.048	0.251	0.363	0.252
GTX0536PRED_006143-T1	1.5	1.319	0.986	0.811	0.927	1.226	1.092	0.976
GTX0536PRED_006144-T1	1.053	1.043	1.16	1.476	3.781	5.676	1.017	1.795
GTX0536PRED_006145-T1	0.61	0.875	0.766	0.461	0.555	0.92	0.764	0.91
GTX0536PRED_006146-T1	1.749	1.733	1.69	1.223	1.076	1.036	1.781	1.349
GTX0536PRED_006146-T2	0	0	0	0	0	0	0	0
GTX0536PRED_006146-T3	0	0	0	0	0	0	0	0
GTX0536PRED_006147-T1	1.666	1.609	1.468	0.996	0.463	0.346	1.401	1.36
GTX0536PRED_006148-T1	0	0	0	0	1.268	0	0	2.629
GTX0536PRED_006149-T1	4.566	4.975	4.104	3.87	1.889	2.326	4.646	3.504
GTX0536PRED_006150-T1	2.88	2.326	3.341	3.222	1.035	1.854	3.531	2.778
GTX0536PRED_006151-T1	4.177	3.868	3.665	2.968	3.819	6.939	3.985	3.087
GTX0536PRED_006152-T1	4.99	3.441	4.454	3.696	1.931	2.776	3.569	3.337
GTX0536PRED_006153-T1	6.528	5.889	5.439	5.855	1.209	1.27	4.27	4.244
GTX0536PRED_006154-T1	3.551	2.238	1.875	2.16	0	0	2.101	2.031
GTX0536PRED_006155-T1	3.309	5.143	4.826	4.318	0.974	1.515	2.269	3.03
GTX0536PRED_006156-T1	3.666	4.4	4.726	4.526	1.437	2.025	3.825	3.94
GTX0536PRED_006157-T1	1.884	1.413	1.806	0.857	0.04	0	0.816	0.334
GTX0536PRED_006158-T1	1.218	1.099	1.799	1.52	0.227	0.337	1.069	0.914
GTX0536PRED_006159-T1	6.897	6.8	8.144	8.346	0	0	7.512	3.921
GTX0536PRED_006160-T1	0	0.036	0	0	0	0	0	0
GTX0536PRED_006161-T1	1.104	2.135	2.071	2.089	0.473	0.652	1.409	1.97
GTX0536PRED_006162-T1	1.195	1.952	1.271	1.147	0	0	0.619	0.845
GTX0536PRED_006163-T1	2.62	4.627	3.618	2.866	0.612	1.126	3.735	4.097
GTX0536PRED_006164-T1	0.304	0.153	0.096	0.115	0.078	0.027	0.084	0.028
GTX0536PRED_006165-T1	0.171	0.283	0.8	0.199	0	0	0.046	0.045
GTX0536PRED_006166-T1	0.705	1.151	0.635	0.612	0.504	0.782	0.633	0.912
GTX0536PRED_006167-T1	3.446	2.08	2.892	2.487	1.323	1.494	1.93	1.711
GTX0536PRED_006168-T1	2.027	2.683	1.855	1.967	0.809	0.67	1.705	1.604
GTX0536PRED_006169-T1	4.044	4.333	3.607	2.95	1.944	2.988	3.905	3.921
GTX0536PRED_006170-T1	1.383	1.57	0.921	1.557	0.827	0.782	0.539	0.787
GTX0536PRED_006171-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006171-T2	2.444	2.316	2.655	1.36	0	0	1.622	1.93
GTX0536PRED_006171-T3	0	0	0.347	0.513	0	0	0	0
GTX0536PRED_006172-T1	0.647	1.172	0.839	0.678	0.623	0.437	0.47	0.641
GTX0536PRED_006173-T1	0	0	0	0	0	0	0	0
GTX0536PRED_006173-T2	1.893	1.935	1.645	1.201	1.101	1.038	1.827	1.912
GTX0536PRED_006174-T1	2.321	1.995	2.345	1.086	1.366	1.487	1.817	1.422
GTX0536PRED_006175-T1	1.938	1.47	1.699	1.817	0.439	0.504	0.62	0.449
GTX0536PRED_006176-T1	0	0	0	0	5.947	8.016	6.083	0
