TranscriptID	XBE1	XBC1	XBE2	XBC2	XSE2	XSC2	XTE2	XTC2
XANPAGTX0501_007286-T1	51.733	50.895	33.532	34.578	212.538	273.217	99.262	92.407
XANPAGTX0501_007287-T1	24.301	25.993	15.584	21.194	20.811	35.285	32.773	39.977
XANPAGTX0501_007288-T1	68.528	62.453	65.997	81.118	64.528	69.761	46.913	47.083
XANPAGTX0501_007289-T1	9.252	8.55	8.967	12.68	14.736	15.191	9.612	11.625
XANPAGTX0501_007290-T1	15.992	36.03	21.662	17.794	33.189	30.681	26.249	20.786
XANPAGTX0501_007291-T1	28.98	31.89	28.239	22.601	36.959	34.074	30.366	40.004
XANPAGTX0501_007292-T1	20.608	20.234	11.246	13.449	6.934	6.909	13.565	16.046
XANPAGTX0501_007293-T1	1.137	2.544	9.952	9.184	0	0	3.962	3.62
XANPAGTX0501_007294-T1	36.384	32.088	37.906	57.816	14.368	17.466	15.08	14.943
XANPAGTX0501_007295-T1	12.222	15.114	25.203	49.786	3.713	2.897	6.796	7.33
XANPAGTX0501_007296-T1	7.961	7.551	8.977	13.557	6.995	7.175	7.7	10.829
XANPAGTX0501_007297-T1	5.007	4.841	4.134	4.842	3.794	4.592	5.096	6.291
XANPAGTX0501_007298-T1	1.437	0.879	0.37	0	0.077	0.095	0.092	0.499
XANPAGTX0501_007299-T1	14.036	13.686	14.457	16.865	23.558	22.202	11.999	14.869
XANPAGTX0501_007300-T1	2.497	0.31	0	0	3.119	4.322	2.62	3.483
XANPAGTX0501_007301-T1	21.794	21.835	10.541	12.402	9.298	16.002	17.493	26.2
XANPAGTX0501_007302-T1	6.538	6.183	7.117	8.649	17.971	18.534	7.607	9.806
XANPAGTX0501_007303-T1	9.413	3.991	4.588	3.315	3.276	3.984	4.69	8.023
XANPAGTX0501_007304-T1	0.819	0.228	1.318	2.339	2.366	1.709	1.512	2.214
XANPAGTX0501_007305-T1	10.843	9.187	33.626	71.268	9.166	9.541	27.022	30.533
XANPAGTX0501_007306-T1	0.823	4.039	6.513	6.26	3.637	3.09	9.627	9.278
XANPAGTX0501_007307-T1	0	0	0	0	0	0	16.458	2.986
XANPAGTX0501_007308-T1	0	0	4.927	0.486	0	0	30.598	19.942
XANPAGTX0501_007309-T1	0	0.106	3.669	0	0	0	12.095	2.355
XANPAGTX0501_007310-T1	0.011	0.121	4.185	0	0.077	0.069	17.274	17.079
XANPAGTX0501_007311-T1	0	0	8.114	0	3.145	1.191	67.022	33.556
XANPAGTX0501_007312-T1	43.483	47.38	101.01	66.245	0	0	140.173	24.371
XANPAGTX0501_007313-T1	36.205	35.936	71.449	21.505	0	0	109.746	17.796
XANPAGTX0501_007314-T1	1.943	2.414	1.657	1.606	3.234	2.967	1.707	2.091
XANPAGTX0501_007314-T2	0.365	0.429	0.674	0.981	0.586	0.274	0.725	0.891
XANPAGTX0501_007315-T1	35.356	33.896	35.529	45.615	34.185	31.865	31.737	34.998
XANPAGTX0501_007316-T1	5.911	7.611	6.946	12.263	24.963	30.23	13.856	12.648
XANPAGTX0501_007317-T1	102.229	102.865	82.07	102.106	101.566	91.72	78.211	87.172
XANPAGTX0501_007318-T1	16.951	15.345	15.698	12.802	24.325	27.826	18.258	23.607
XANPAGTX0501_007319-T1	22.392	22.837	18.408	16.971	21.749	21.174	17.654	22.51
XANPAGTX0501_007320-T1	105.169	133.898	103.498	97.934	112.8	102.597	88.582	91.501
XANPAGTX0501_007321-T1	53.288	61.728	45.284	74.239	52.117	72.846	78.771	69.881
XANPAGTX0501_007322-T1	8.382	7.838	6.873	9.282	9.109	9.651	9.145	9.688
XANPAGTX0501_007323-T1	3.24	3.516	3.109	4.652	6.077	6.78	5.169	6.388
XANPAGTX0501_007324-T1	3.122	1.923	4.682	3.396	4.543	7.368	5.502	7.397
XANPAGTX0501_007325-T1	4.134	4.577	3.606	3.13	6.435	6.37	4.137	6.843
XANPAGTX0501_007326-T1	6.098	6.17	4.286	5.127	5.466	3.87	4.572	3.138
XANPAGTX0501_007327-T1	4.86	2.687	3.175	4.68	0.378	1.087	5.795	5.546
XANPAGTX0501_007328-T1	2.552	3.141	2.146	3.386	0.371	1.051	4.584	6.349
XANPAGTX0501_007329-T1	12.255	1.546	21.441	12.997	36.369	37.688	5.78	7.037
XANPAGTX0501_007330-T1	0	0	0	0	0	3.767	3.487	4.826
XANPAGTX0501_007331-T1	3.27	3.463	3.539	3.92	7.034	7.145	4.274	3.553
XANPAGTX0501_007332-T1	23.164	17.415	24.996	24.402	20.48	21.618	31.077	32.721
XANPAGTX0501_007333-T1	2.419	2.042	3.098	3.738	2.411	3.521	3.327	4.025
XANPAGTX0501_007334-T1	8.612	7.303	6.74	9.163	4.574	5.143	3.644	5.438
XANPAGTX0501_007335-T1	12.717	12.921	13.189	15	25.827	25.129	4.895	5.398
XANPAGTX0501_007336-T1	48.569	46.866	25.757	25.638	39.047	33.124	29.075	33.569
XANPAGTX0501_007337-T1	12.184	13.469	2.881	6.013	11.107	13.94	0.805	0.578
XANPAGTX0501_007338-T1	7.855	5.798	4.47	5.468	0.121	0.064	0.33	0.324
XANPAGTX0501_007339-T1	43.513	44.852	103.807	67.055	106.921	126.269	64.613	46.967
XANPAGTX0501_007340-T1	0.44	0.976	3.486	5.762	0.141	0	0.777	0.734
XANPAGTX0501_007341-T1	0	0	0.948	1.504	0.142	0.075	0.5	0.563
XANPAGTX0501_007342-T1	2.5	2.943	4.898	5.753	1.266	2.027	10.32	11.303
XANPAGTX0501_007343-T1	11.23	6.673	0.416	2.729	1.836	8.808	7.761	7.055
XANPAGTX0501_007344-T1	4.259	4.054	15.94	22.148	7.767	8.007	15.334	14.391
XANPAGTX0501_007345-T1	26.64	34.85	144.713	125.126	27.632	26.401	133.187	123.351
XANPAGTX0501_007346-T1	3.215	3.119	4.943	2.129	4.476	3.095	5.235	4.449
XANPAGTX0501_007346-T2	4.322	4.638	4.133	6.988	11.639	12.364	2.674	4.727
XANPAGTX0501_007347-T1	19.132	25.635	44.893	36.58	34.317	35.728	13.335	30.145
XANPAGTX0501_007348-T1	19.848	15.89	11.349	23.016	23.638	18.24	11.431	14.076
XANPAGTX0501_007349-T1	12.049	17.277	2.222	2.802	48.298	25.498	7.25	7.206
XANPAGTX0501_007350-T1	6.973	5.071	0.368	1.21	5.841	4.731	0	1.001
XANPAGTX0501_007351-T1	1.686	2.239	0	0	2.827	2.844	0.478	0.797
XANPAGTX0501_007352-T1	2.504	3.77	0	0.278	1.335	2.176	0.243	0.78
XANPAGTX0501_007353-T1	1.778	1.365	0.654	1.471	1.824	3.026	3.351	4.272
XANPAGTX0501_007354-T1	8.733	9.171	23.929	35.906	16.235	15.62	20.834	17.297
XANPAGTX0501_007355-T1	22.484	24.87	50.207	64.811	25.96	23.202	29.215	26.218
XANPAGTX0501_007356-T1	130.507	114.902	54.095	60.724	88.04	84.858	61.308	86.884
XANPAGTX0501_007357-T1	15.304	14.307	12.632	15.571	14.83	16.498	14.838	23.249
XANPAGTX0501_007358-T1	13.864	13.439	14.08	15.737	20.732	21.123	20.481	20.65
XANPAGTX0501_007359-T1	29.977	29.355	34.658	52.034	52.436	45.894	47.722	48.138
XANPAGTX0501_007360-T1	249.114	332.68	227.798	485.099	228.025	316.591	226.955	236.411
XANPAGTX0501_007361-T1	12.859	38.845	21.089	37.971	12.537	16.696	23.626	24.204
XANPAGTX0501_007362-T1	4.713	5.515	4.752	4.946	7.821	8.153	4.77	4.518
XANPAGTX0501_007363-T1	32.084	27.483	20.404	22.292	27.509	27.207	14.423	25.004
XANPAGTX0501_007363-T2	28.153	39.871	44.688	38.344	44.713	38.018	41.41	31.736
XANPAGTX0501_007364-T1	26.627	24.849	28.915	35.258	27.419	22.446	24.226	25.762
XANPAGTX0501_007365-T1	1.236	1.377	1.054	3.668	2.322	2.42	6.491	11.982
XANPAGTX0501_007366-T1	27.058	29.611	18.055	28	11.381	10.165	31.681	33.485
XANPAGTX0501_007367-T1	18.613	17.964	11.286	16.858	20.343	22.284	17.646	20.058
XANPAGTX0501_007368-T1	11.249	9.98	7.693	9.391	7.18	7.552	6.503	9.761
XANPAGTX0501_007369-T1	7.393	4.531	4.505	5.706	5.235	5.608	3.661	4.788
XANPAGTX0501_007370-T1	33.409	39.006	31.051	38.494	30.984	32.211	39.39	35.415
XANPAGTX0501_007370-T2	9.494	6.396	7.465	5.67	5.903	5.395	4.301	6.409
XANPAGTX0501_007371-T1	19.98	19.317	15.346	18.45	12.121	13.478	18.208	20.301
XANPAGTX0501_007372-T1	281.461	297.736	283.087	355.812	270.995	274.532	253.973	271.81
XANPAGTX0501_007373-T1	28.579	18.305	23.104	18.215	27.554	27.639	25.814	25.32
XANPAGTX0501_007374-T1	45.988	57.6	54.586	74.306	35.307	32.856	44.478	55.642
XANPAGTX0501_007375-T1	6.199	5.175	4.486	5.615	14.478	15.109	17.747	25.892
XANPAGTX0501_007376-T1	44.329	45.147	23.301	25.755	34.57	28.653	24.945	30.864
XANPAGTX0501_007377-T1	9.45	9.473	4.469	6.833	11.294	16.432	7.447	6.872
XANPAGTX0501_007378-T1	2.451	3.622	0.847	2.36	2.787	5.486	3.326	4.971
XANPAGTX0501_007379-T1	20.806	22.988	19.358	23.341	27.472	25.49	22.001	24.188
XANPAGTX0501_007380-T1	27.693	37.038	29.044	30.024	50.132	47.598	28.475	30.677
XANPAGTX0501_007381-T1	13.457	14.112	10.076	6.68	13.99	14.09	16.076	18.596
XANPAGTX0501_007382-T1	10.248	10.364	7.293	8.27	11.773	11.426	9.426	10.006
XANPAGTX0501_007383-T1	63.684	46.447	33.296	26.764	20.26	15.02	36.298	41.528
XANPAGTX0501_007384-T1	31.568	27.096	21.04	23.768	20.427	21.87	24.154	28.224
XANPAGTX0501_007385-T1	25.451	21.637	19.939	24.368	14.655	14.001	15.701	22.176
XANPAGTX0501_007386-T1	46.09	38.815	32.589	31.69	38.197	36.165	31.898	38.125
XANPAGTX0501_007387-T1	49.312	54.071	24.401	18.892	100.15	82.696	34.738	36.803
XANPAGTX0501_007388-T1	32.081	29.56	21.539	21.02	20.299	18.535	32.97	36.267
XANPAGTX0501_007389-T1	29.851	27.859	26.018	31.137	34.72	26.351	24.154	26.44
XANPAGTX0501_007390-T1	44.471	48.247	21.328	28.23	36.825	34.39	27.548	28.029
XANPAGTX0501_007391-T1	101.244	82.554	56.591	77.434	88.241	88.283	39.571	47.956
XANPAGTX0501_007392-T1	15.002	12.799	11.966	19.558	21.138	22.738	26.536	69.062
XANPAGTX0501_007393-T1	4.687	4.09	3.501	2.834	3.207	2.888	5.172	6.211
XANPAGTX0501_007395-T1	7.77	4.022	3.447	2.981	5.874	6.144	11.088	37.388
XANPAGTX0501_007396-T1	38.307	63.782	43.768	30.109	5.665	6.243	48.436	44.893
XANPAGTX0501_007397-T1	113.325	163.292	46.744	249.139	61.969	305.438	411.079	558.422
XANPAGTX0501_007398-T1	16.956	15.76	15.661	17.133	21.004	20.013	14.487	16.324
XANPAGTX0501_007399-T1	1.079	0.743	2.042	1.477	1.701	2.944	1.736	1.87
XANPAGTX0501_007400-T1	329.045	303.697	367.165	347.159	460.047	431.892	387.411	409.846
XANPAGTX0501_007401-T1	4.547	2.992	3.457	2.924	1.903	1.758	2.22	2.962
XANPAGTX0501_007402-T1	20.937	20.156	23.536	31.526	48.333	41.304	23.196	24.967
XANPAGTX0501_007403-T1	6.525	5.519	3.541	9.047	8.013	17.805	13.902	20.523
XANPAGTX0501_007404-T1	2.556	1.811	1.294	2.468	0.931	2.416	2.899	4.495
XANPAGTX0501_007405-T1	5.717	6.753	3.61	6.292	3.249	6.683	8.982	11.303
XANPAGTX0501_007406-T1	15.363	16.017	11.961	22.515	14.656	21.639	19.823	23.307
XANPAGTX0501_007407-T1	8.915	9.262	9.943	11.376	7.666	9.339	9.081	10.648
XANPAGTX0501_007408-T1	27.399	31.22	33.719	34.1	46.321	46.428	24.644	28.996
XANPAGTX0501_007409-T1	13.662	13.578	12.648	12.865	18.04	19.17	11.933	13.257
XANPAGTX0501_007410-T1	155.403	198.281	112.598	171.941	57.763	67.831	110.161	158.296
XANPAGTX0501_007411-T1	60.439	60.42	43.208	54.006	52.778	52.386	40.316	48.983
XANPAGTX0501_007412-T1	21.562	22.729	19.028	23.998	18.411	17.615	17.904	22.184
XANPAGTX0501_007413-T1	30.461	30.952	36.015	45.498	64.881	77.824	52.928	42.633
XANPAGTX0501_007414-T1	231.249	282.748	225.866	205.233	129.369	155.255	138.506	159.868
XANPAGTX0501_007415-T1	3086.96	2810.61	2434.43	3385.79	1287.59	1100.79	1314.69	1299.12
XANPAGTX0501_007416-T1	33.325	41.598	44.305	44.913	48.769	41.975	16.93	22.429
XANPAGTX0501_007417-T1	65.168	94.216	68.97	59.982	70.373	60.108	48.288	60.08
XANPAGTX0501_007418-T1	14.087	12.258	10.396	10.382	11.89	10.843	10.515	13.701
XANPAGTX0501_007419-T1	183.472	142.182	171.391	148.713	197.237	187.743	216.932	205.702
XANPAGTX0501_007420-T1	94.339	85.59	215.036	246.784	100.619	96.573	91.469	72.472
XANPAGTX0501_007421-T1	16.551	13.301	10.443	11.118	11.004	17.591	4.451	9.043
XANPAGTX0501_007422-T1	20.97	27.002	35.936	42.69	30.338	35.325	22.878	27.162
XANPAGTX0501_007422-T2	3.003	2.395	3.44	3.511	6.797	4.474	1.914	1.282
XANPAGTX0501_007423-T1	52.497	55.194	49.197	43.111	55.263	57.919	54.508	58.172
XANPAGTX0501_007424-T1	21.821	26.915	16.629	15.571	20.316	21.19	16.358	24.595
XANPAGTX0501_007425-T1	23.826	27.149	20.627	27.129	27.171	23.015	19.149	27.685
XANPAGTX0501_007426-T1	2.557	3.044	2.866	3.197	4.878	5.458	2.255	3.001
XANPAGTX0501_007427-T1	28.18	31.014	30.483	45.507	58.137	65.811	45.072	55.781
XANPAGTX0501_007428-T1	183.059	168.649	157.93	140.128	144.97	156.185	176.477	223.847
XANPAGTX0501_007429-T1	37.367	33.932	24.187	31.348	17.835	19.639	22.927	28.5
XANPAGTX0501_007430-T1	21.296	19.52	18.793	27.957	30.36	27.371	16.037	13.485
XANPAGTX0501_007431-T1	11.822	11.791	14.836	15.349	29.594	25.043	9.988	9.44
XANPAGTX0501_007432-T1	20.416	17.808	17.925	22.243	28.038	28.22	20.299	25.521
XANPAGTX0501_007433-T1	82.148	88.015	66.244	72.275	62.843	63.403	59.228	66.016
XANPAGTX0501_007433-T2	1.096	2.254	1.919	2.196	2.555	2.277	1.559	2.623
XANPAGTX0501_007434-T1	13.642	15.515	10.829	12.822	17.396	16.951	11.97	10.817
XANPAGTX0501_007435-T1	7.712	7.422	7.27	8.096	7.48	12.479	11.315	12.882
XANPAGTX0501_007436-T1	90.573	83.627	89.956	94.57	100.859	90.496	96.01	107.497
XANPAGTX0501_007437-T1	194.195	155.241	187.703	205.158	115.539	148.338	216.088	190.237
XANPAGTX0501_007438-T1	18.955	11.051	33.045	21.36	7.723	7.592	19.398	17.282
XANPAGTX0501_007440-T1	13.617	13.557	12.391	13.072	9.464	10.119	8.517	9.215
XANPAGTX0501_007442-T1	98.799	81.181	139.476	177.049	135.083	128.548	104.628	78.785
XANPAGTX0501_007443-T1	63.702	59.122	91.256	139.124	61.393	59.078	68.653	57.782
XANPAGTX0501_007444-T1	21.459	16.129	20.252	24.823	15.648	14.954	19.648	16.696
XANPAGTX0501_007445-T1	6.657	6.248	4.764	8.716	7.621	7.109	9.623	8.838
XANPAGTX0501_007446-T1	28.951	28.292	25	33.028	27.692	26.386	26.875	31.619
XANPAGTX0501_007447-T1	53.891	53.84	49.183	49.082	47.38	44.436	48.4	54.907
XANPAGTX0501_007448-T1	4.317	3.929	3.057	4.683	5.993	6.026	3.998	4.489
XANPAGTX0501_007449-T1	4.194	4.074	3.878	4.523	8.75	7.828	3.391	4.97
XANPAGTX0501_007450-T1	96.859	101.934	88.834	139.491	123.261	111.059	105.607	103.438
XANPAGTX0501_007451-T1	87.099	94.858	58.192	62.916	28.801	28.009	71.407	90.004
XANPAGTX0501_007452-T1	26.438	32.407	15.378	22.199	5.301	6.319	17.64	24.401
XANPAGTX0501_007452-T2	1.39	0.566	1.367	0.827	1.724	1.363	1.721	1.208
XANPAGTX0501_007453-T1	110.062	97.779	83.631	123.814	89.157	74.957	129.226	153.044
XANPAGTX0501_007454-T1	6.45	6.81	3.787	5.016	5.92	7.18	4.796	3.731
XANPAGTX0501_007455-T1	39.574	39.569	25.937	28.161	50.642	40.833	40.741	41.665
XANPAGTX0501_007456-T1	25.882	23.253	31.25	35.774	55.955	74.251	57.631	64.754
XANPAGTX0501_007457-T1	108.34	105.405	108.131	135.154	180.882	204.53	114.555	122.935
XANPAGTX0501_007458-T1	127.834	127.831	115.787	142.197	141.889	230.774	117.776	160.194
XANPAGTX0501_007459-T1	52.968	61.143	28.191	45.931	44.914	57.805	44.734	46.559
XANPAGTX0501_007460-T1	37.651	47.119	26.748	32.78	33.941	52.813	32.244	35.053
XANPAGTX0501_007461-T1	16.845	14.579	15.401	14.837	13.703	12.755	13.254	16.37
XANPAGTX0501_007462-T1	6.699	9.266	8.976	10.486	26.463	29.333	9.919	13.294
XANPAGTX0501_007463-T1	65.321	60.453	55.707	79.589	57.636	59.029	64.55	71.476
XANPAGTX0501_007463-T2	17.835	11.518	16.479	20.15	12.127	25.968	13.716	23.808
XANPAGTX0501_007464-T1	20.509	25.71	13.067	35.268	18.392	52.304	48.491	63.265
XANPAGTX0501_007465-T1	27.164	36.09	29.029	33.327	29.496	28.365	31.064	31.958
XANPAGTX0501_007466-T1	24.448	23.344	22.216	31.584	21.395	22.614	21.5	23.359
XANPAGTX0501_007467-T1	2.556	3.217	1.454	4.131	3.165	6.38	7.237	9.144
XANPAGTX0501_007468-T1	7.295	6.594	5.655	6.333	6.394	5.649	5.616	5.969
XANPAGTX0501_007469-T1	16.09	17.522	13.68	18.325	19.469	19.246	16.652	23.021
XANPAGTX0501_007470-T1	21.319	24.523	17.994	22.567	32.262	35.192	20.774	25.427
XANPAGTX0501_007471-T1	26.344	27.89	21.418	22.02	17.831	17.991	21.61	28.039
XANPAGTX0501_007472-T1	12.791	12.186	10.197	12.382	17.489	17.656	13.034	15.345
XANPAGTX0501_007473-T1	34.375	41.792	7.789	30.044	26.878	46.746	61.891	68.879
XANPAGTX0501_007474-T1	43.088	48.126	45.163	45.229	73.982	74.462	52.543	55.29
XANPAGTX0501_007475-T1	11.16	12.925	10.491	11.076	23.111	22.398	9.424	11.212
XANPAGTX0501_007476-T1	56.66	49.846	50.246	64.191	65.678	62.037	53.933	59.041
XANPAGTX0501_007477-T1	31.058	29.396	35.043	49.23	99.464	108.299	47.856	52.029
XANPAGTX0501_007478-T1	73.72	89.904	65.966	58.184	35.264	29.499	65.3	86.727
XANPAGTX0501_007479-T1	22.288	28.455	21.762	25.87	29.871	31.259	26.036	32.114
XANPAGTX0501_007480-T1	30.524	36.011	30.508	26.489	43.291	44.026	30.464	40.175
XANPAGTX0501_007481-T1	25.328	25.506	26.108	15.049	28.492	31.208	20.125	27.909
XANPAGTX0501_007482-T1	12.83	7.992	7.094	5.758	6.282	6.325	7.275	8.247
XANPAGTX0501_007483-T1	210.077	210.823	157.375	161.873	170.905	160.999	147.31	142.952
XANPAGTX0501_007484-T1	135.367	122.221	150.036	143.018	135.297	126.815	128.907	147.935
XANPAGTX0501_007485-T1	15.021	20.438	27.678	35.931	33.379	40.925	40.665	37.475
XANPAGTX0501_007486-T1	6.324	5.256	4.887	4.583	4.71	4.798	5.196	5.932
XANPAGTX0501_007487-T1	11.665	12.078	14.936	20.424	17.939	21.697	11.366	14.223
XANPAGTX0501_007487-T2	1.456	1.249	2.001	3.495	4.212	2.413	5.797	2.785
XANPAGTX0501_007488-T1	23.793	21.622	23.091	22.827	21.624	21.598	21.938	23.658
XANPAGTX0501_007489-T1	6.136	5.217	7.543	8.369	8.42	8.797	6.362	7.511
XANPAGTX0501_007490-T1	7.953	8.718	14.053	15.979	17.108	17.688	12.072	9.449
XANPAGTX0501_007491-T1	9.954	8.363	15.411	20.565	13.93	15.393	12.971	10.901
XANPAGTX0501_007492-T1	14.384	12.481	11.45	11.989	10.343	9.389	11.319	10.371
XANPAGTX0501_007493-T1	9.058	7.842	6.72	7.354	4.977	5.256	5.551	7.578
XANPAGTX0501_007493-T2	1.204	0.836	2.144	2.419	1.288	1.292	1.832	1.518
XANPAGTX0501_007494-T1	3.809	2.683	2.596	2.755	3.006	3.337	3.266	3.667
XANPAGTX0501_007495-T1	91.41	72.293	79.366	93.275	122.622	108.857	82.591	91.56
XANPAGTX0501_007496-T1	24.681	24.957	27.413	32.528	26.506	23.242	24.931	26.248
XANPAGTX0501_007497-T1	15.284	14.717	13.241	18.804	14.928	18.38	14.404	15.064
XANPAGTX0501_007498-T1	55.003	39.432	59.377	44.522	45.446	48.678	35.567	40.565
XANPAGTX0501_007499-T1	9.733	9.469	7.964	10.588	12.121	12.154	7.69	8.099
XANPAGTX0501_007500-T1	3.378	3.196	3.378	3	3.073	3.729	4.58	5.9
XANPAGTX0501_007501-T1	1644.29	1585.7	1640.16	1959.28	1354.43	1293.14	1334.21	1393.65
XANPAGTX0501_007502-T1	8238.07	7080.07	7919.65	7095.5	3803.63	2737.19	4927.56	4170.78
XANPAGTX0501_007503-T1	51.962	43.221	50.681	59.923	44.356	46.961	42.68	36.931
XANPAGTX0501_007504-T1	22.216	18.609	19.714	22.395	20.319	22.121	20.954	25.735
XANPAGTX0501_007505-T1	11.9	10.946	17.51	22.813	12.887	12.589	12.481	15.006
XANPAGTX0501_007506-T1	25.184	26.969	21.614	28.457	7.973	8.541	14.21	25.314
XANPAGTX0501_007507-T1	19.877	18.474	62.786	89.68	9.974	11.138	16.022	19.3
XANPAGTX0501_007508-T1	18.099	32.718	23.744	11.136	36.142	38.734	22.632	77.368
XANPAGTX0501_007509-T1	22.332	21.433	16.956	21.078	17.361	15.556	19.736	25.136
XANPAGTX0501_007510-T1	24.856	23.411	23.094	22.389	22.401	21.509	17.884	24.397
XANPAGTX0501_007511-T1	12.848	15.929	16.365	18.845	21.23	19.04	15.616	16.755
XANPAGTX0501_007512-T1	5.526	4.545	4.6	4.577	5.067	5.648	4.592	5.447
XANPAGTX0501_007513-T1	49.356	41.858	61.473	65.629	62.961	64.291	50.754	55.55
XANPAGTX0501_007514-T1	12.742	12.43	9.791	10.105	26.911	23.116	13.371	19.208
XANPAGTX0501_007515-T1	46.971	62.24	26.28	68.96	71.192	89.746	78.301	101.961
XANPAGTX0501_007516-T1	44.448	53.859	64.139	75.4	67.54	64.116	41.508	48.969
XANPAGTX0501_007517-T1	31.555	37.738	27.057	42.096	18.985	21.748	25.477	32.431
XANPAGTX0501_007518-T1	60.678	73.8	29.635	39.355	40.972	45.484	66.354	71.188
XANPAGTX0501_007519-T1	91.454	93.298	66.812	69.969	65.925	61.681	79.204	88.716
XANPAGTX0501_007520-T1	90.001	77.11	56.894	95.236	67.123	76.579	57.587	79.449
XANPAGTX0501_007521-T1	30.572	26.363	27.246	31.07	37.767	32.159	29.621	26.398
XANPAGTX0501_007522-T1	38.248	41.505	39.111	46.352	51.522	47.849	36.788	39.451
XANPAGTX0501_007523-T1	11.426	12.438	9.848	10.594	16	15.538	11.038	11.42
XANPAGTX0501_007523-T2	6.721	5.947	5.503	4.994	10.048	10.458	4.615	7.588
XANPAGTX0501_007524-T1	166.969	155.395	131.545	163.17	124.468	120.018	128.848	139.835
XANPAGTX0501_007525-T1	0.791	0	1.054	2.563	1.026	2.867	2.996	1.707
XANPAGTX0501_007526-T1	64.268	67.546	38.131	63.434	81.419	82.439	35.461	35.351
XANPAGTX0501_007527-T1	10.806	11.268	7.921	9.635	19.1	23.095	9.738	11.574
XANPAGTX0501_007528-T1	7.957	5.967	4.869	7.67	3.751	5.12	8.109	10.786
XANPAGTX0501_007529-T1	18.05	17.514	13.331	14.738	8.045	10.471	18.077	22.55
XANPAGTX0501_007530-T1	13.86	14.309	10.022	11.566	10.788	10.888	8.038	10.165
XANPAGTX0501_007531-T1	20.859	21.061	17.88	26.985	13.889	14.475	19.227	21.123
XANPAGTX0501_007532-T1	210.678	235.263	190.646	154.04	135.493	171.881	157.015	222.357
XANPAGTX0501_007533-T1	73.933	73.588	59.646	66.605	25.88	29.769	53.859	58.921
XANPAGTX0501_007534-T1	21.84	19.221	19.069	18.528	16.463	17.836	17.262	21.497
XANPAGTX0501_007535-T1	87.379	94.351	103.914	95.95	121.676	118.353	90.07	92.174
XANPAGTX0501_007536-T1	551.321	700.343	417.181	431.907	304.14	306.405	221.664	215.295
XANPAGTX0501_007537-T1	48.551	47.156	34.332	30.795	55.4	65.423	42.763	48.055
XANPAGTX0501_007538-T1	143.721	170.063	111.354	90.054	147.563	149.046	76.177	80.361
XANPAGTX0501_007539-T1	5.699	4.422	5.058	5.355	5.058	5.045	3.448	4.44
XANPAGTX0501_007540-T1	2.023	2.331	2.297	2.237	3.839	4.65	2.123	3.952
XANPAGTX0501_007541-T1	62.129	52.719	51.051	53.915	44.933	45.881	51.291	47.539
XANPAGTX0501_007542-T1	17.598	13.499	11.704	13.564	14.218	13.44	11.851	11.168
XANPAGTX0501_007543-T1	18.762	17.357	20.312	28.001	22.916	21.41	21.2	18.703
XANPAGTX0501_007543-T2	2.722	2.766	2.176	3.24	1.76	2.671	1.344	2.48
XANPAGTX0501_007544-T1	37.244	47.528	34.139	28.519	37.906	33.806	41.084	40.775
XANPAGTX0501_007545-T1	145.75	198.602	119.506	217.897	62.331	56.403	126.87	134.21
XANPAGTX0501_007546-T1	17.044	14.588	15.249	16.012	14.543	12.676	9.611	12.184
XANPAGTX0501_007547-T1	57.456	58.334	62.072	64.971	67.137	62.312	70.485	62.863
XANPAGTX0501_007548-T1	33.396	30.716	34.637	36.791	54.219	49.267	34.078	31.746
XANPAGTX0501_007549-T1	149.927	137.481	172.799	151.079	136.317	96.617	128.403	119.845
XANPAGTX0501_007550-T1	57.852	56.691	91.567	76.812	84.832	88.542	92.314	106.615
XANPAGTX0501_007551-T1	95.897	103.353	118.361	138.788	138.591	131.356	96.134	122.325
XANPAGTX0501_007552-T1	97.579	121.409	89.336	88.532	79.265	65.557	65.575	95.364
XANPAGTX0501_007553-T1	22.099	22.254	17.537	21.679	19.646	15.769	15.149	19.906
XANPAGTX0501_007554-T1	17.612	19.95	16.926	18.879	14.257	11.952	14.528	20.394
XANPAGTX0501_007555-T1	115.702	145.607	90.806	117.579	83.083	76.561	89.533	90.436
XANPAGTX0501_007556-T1	65.352	54.672	45.396	54.478	45.004	52.588	41.915	53.722
XANPAGTX0501_007557-T1	30.527	28.579	23.226	31.25	45.768	44.497	35.694	41.016
XANPAGTX0501_007558-T1	20.002	18.771	22.399	21.372	30.337	33.565	20.086	26.288
XANPAGTX0501_007559-T1	12.126	10.259	11.48	15.614	17.211	16.803	14.146	13.591
XANPAGTX0501_007560-T1	67.3	64.166	64.938	70.116	86.282	75.531	70.086	63.872
XANPAGTX0501_007561-T1	3.43	2.799	4.083	5.316	7.187	7.014	4.194	4.393
XANPAGTX0501_007562-T1	16.859	15.483	15.906	10.617	21.428	21.373	13.66	17.069
XANPAGTX0501_007563-T1	296.805	286.493	261.015	281.036	386.933	396.525	242.782	211.391
XANPAGTX0501_007564-T1	63.96	71.679	52.948	59.038	48.513	51.903	65.278	73.03
XANPAGTX0501_007565-T1	28.359	26.28	18.599	25.341	18.706	19.878	19.337	26.329
XANPAGTX0501_007566-T1	78.885	84.777	48.935	65.373	43.818	47.853	58.979	69.059
XANPAGTX0501_007567-T1	89.424	88.157	65.872	57.475	12.329	11.657	66.718	79.491
XANPAGTX0501_007568-T1	73.295	77.125	69.162	97.659	78.953	84.686	77.816	80.077
